电影名称,海报地址,评分,评论人数,类型,上映日期,片长,导演,主演,国家/地区,语言,简介
X特遣队：全员集结TheSuicideSquad,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2637099125.jpg,8.0,294249,喜剧/动作/科幻/冒险,2021-07-28(法国)/2021-08-06(美国),132分钟,詹姆斯·古恩,玛格特·罗比/伊德瑞斯·艾尔巴/约翰·塞纳/乔尔·金纳曼/西尔维斯特·史泰龙/维奥拉·戴维斯/大卫·达斯马齐连/迈克尔·鲁克/杰·科特尼/彼得·卡帕尔迪/艾莉丝·布拉加/皮特·戴维森/华金·科西奥/胡安·迭戈·博托/斯托姆·瑞德/内森·菲利安/塔伊加·维迪提/史蒂夫·阿吉/肖恩·古恩/弗卢拉·博格/约翰·奥斯特兰德/黄美玲/丹妮拉·曼希沃/史蒂芬·布莱克哈特/詹尼佛·霍兰德/迪·布拉雷·贝克尔/雷·埃尔南德斯/雷纳尔多·法伯勒/乔希·文图拉/赫拉多·达维拉/米凯拉·霍沃/林恩·阿什/安德里娅·安德拉德/兰德尔·P·海文斯/迈克尔·艾伦·米利甘/特伦斯·罗斯摩尔/娜塔莉·萨福兰/詹姆斯·威廉·巴拉德/蒂莫西·卡尔/玛丽索尔·科雷亚/约翰·盖蒂尔/麦克斯威尔·海史密斯/洛伊德·考夫曼/迪索·拉莫斯/弗雷迪·史卓玛/维多利亚·佩吉·沃特金斯,美国/加拿大/英国,英语/西班牙语,关押在美梦监狱的X特遣队成员获得一项可以减轻刑罚的新任务，前往南美洲的科托马耳他岛国，摧毁纳粹时期遗留的约顿海姆监狱和实验室，它当前用于关押该国的政治犯并施行人体实验。执行任务期间，X特遣队遭遇巨型外星生物海星斯塔罗，并与它发生冲突。
生化危机2：启示录ResidentEvil:Apocalypse,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1212493067.jpg,8.0,287274,动作/科幻/恐怖,2004-09-10(加拿大/美国),94分钟,亚历山大·维特,米拉·乔沃维奇/西耶娜·盖尔利/奥德·菲尔/托马斯·克莱舒曼/索菲·瓦瓦塞尔/何家蓓,德国/法国/英国/加拿大/美国,英语,T病毒在蜂巢中肆虐并很快打破了地面上浣熊市的平静，丧尸开始在人群中出现，安布雷拉公司将整个城市封锁，计划使用核武器摧毁城市以掩盖病毒外泄的事实。被安布雷拉注射T病毒使身体能力远超常人的爱丽丝（米拉·乔沃维奇 Milla Jovovich 饰）由昏睡中醒来，她在混乱的浣熊市与防卫队员瓦伦汀（Sienna Guillory 饰）、记者泰莉等人组成队伍，试图找到脱身之法。另一方面，安布雷拉公司的科学家艾肯佛博士为搭救被公司抛弃在城中的女儿安琪拉，以提供逃生方式为代价请求爱丽丝和防卫人员卡洛斯（Oded Fehr 饰）两组人马帮助。而安布雷拉公司派出了由环保分子麦特所改造成的“复仇邪神”阻止这一切…… 本片获2005年加拿大吉尼奖最佳音效剪辑奖、金盘奖。是生化危机系列电影的第二部。
前目的地Predestination,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2219662154.jpg,8.0,220461,科幻/悬疑,2015-01-09(中国大陆/美国)/2014-03-08(西南偏南电影节),97分钟,迈克尔·斯派瑞/彼得·斯派瑞,伊桑·霍克/莎拉·斯努克/诺亚·泰勒/弗雷娅·斯塔福/伊莉斯·詹森/凯特·沃尔夫/迈德琳·怀斯特/亚历克西斯·费尔南德斯/克里斯托弗·卡比/罗伯·詹金斯/艾丽西娅·帕夫利斯/奥利维亚·斯普拉格/吉姆·克诺贝洛赫/露辛达·阿姆斯特朗·霍尔/本·普伦德加斯特,澳大利亚/美国,英语,时空劳工局特工（伊桑·霍克 Ethan Hawke 饰）曾经奉命回到20世纪70年代，以阻止当年给城市造成巨大伤害的恐怖分子“闪灭炸弹客”的破坏活动。谁知他的任务失败，在经过漫长的康复后，他再度踏上征程，发誓要将闪灭炸弹客绳之于法。此番他以酒保身份混迹市 井，某天偶然结识了笔名“未婚妈妈”的作家（莎拉·斯努克 Sarah Snook 饰）。作家向他讲述了其匪夷所思的人生。当年作家曾是名叫简的孤儿，性格古怪的她在应聘太空公司失败后，短暂坠入爱河，并生下一名女婴，结果她的人生也发生了翻天覆地的变化。 特工打算带着“未婚妈妈”去杀掉那个负心汉，然而真相却并没有那么简单……
星际迷航2：暗黑无界StarTrekIntoDarkness,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1907669506.jpg,8.0,219436,动作/科幻/冒险,2013-05-28(中国大陆)/2013-05-16(美国),132分钟,J·J·艾布拉姆斯,克里斯·派恩/扎克瑞·昆图/佐伊·索尔达娜/本尼迪克特·康伯巴奇/西蒙·佩吉/安东·叶利钦/卡尔·厄本/约翰·赵/布鲁斯·格林伍德/布兰登·诺曼/爱丽丝·伊芙/克里斯·海姆斯沃斯,美国,英语/克林贡语,在尼比鲁星球探查期间，企业号舰长柯克（克里斯·派恩Chris Pine 饰）为营救史波克（扎克瑞·昆图 Zachary Quinto 饰）采取了胆大妄为的举动，几乎危及全舰队员的生命，他也为此付出代价。不久，柯克官复原职，而伦敦发生一起死亡超过四十人的恐怖袭击事件。该事件的始作俑者约翰·哈里森（本尼迪克特·康伯巴奇 Benedict Cumberbatch 饰）正来自联盟内部。此后他驾驶飞机袭击了高层会议，柯克最为敬重的派克将军不幸遇难。为了阻止哈里森的外逃阴谋，柯克重新率领企业号启程追击。危机重重的旅途，他和舰员、朋友之间的信任也受到巨大考验。 当他们最终找到哈里森，才终于知晓他的真实身份，以及伦敦袭击事件背后的阴谋和黑幕……
第五元素TheFifthElement,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2217639745.jpg,8.0,206569,动作/科幻/冒险,1997-05-07(法国),126分钟,吕克·贝松,布鲁斯·威利斯/加里·奥德曼/米拉·乔沃维奇/克里斯·塔克/伊安·霍姆/卢克·贝里/布里翁·詹姆斯/汤米·利斯特/李·伊万斯/查理·科里德-米尔斯/Tricky/约翰·内威尔/约翰·布鲁塞尔/马修·卡索维茨/克里斯托弗·法里班克/麦温/Kim Chan/阿尔·马修斯/约翰·贝内特/Richard Leaf/朱莉·T.华莱士/Ivan Heng,法国/英国/美国,英语/瑞典语/德语/阿拉伯语/古埃及语,一头红发，perfect的“第五元素”莉露(Milla Jovovich饰)受命来到地球，她要协助人类与每隔五千年降临一次的邪恶力量对抗，联合风、火、水、土四块神石击退敌人。 在实验室被复制出来后，言语不通的莉露在躲避人类的追捕中搭上了退役特工科本（Bruce Will is饰）的出租车。科本带莉露找到了负责接头的神父，两人也渐渐的产生了好感。 莉露与科本一同前往一个叫“失落天堂”的星球找寻另外四种元素的神石。但是，在战斗中莉露受伤昏迷，而且由于人类的暴行和无知杀戮，莉露陷入了内心的迷惘。大敌当前，科本究竟用什么力量才能唤醒莉露呢？
人猿星球PlanetoftheApes,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p915141074.jpg,8.3,40328,科幻/悬疑/冒险,1968-02-08,112分钟,富兰克林·沙夫纳,查尔顿·赫斯顿/罗迪·麦克道尔/金·亨特/莫里斯·埃文斯/詹姆斯·惠特摩/詹姆斯·戴利/琳达·哈里逊/罗伯特·冈纳/卢·瓦格纳/伍德罗夫·帕弗雷,美国,英语,一艘出发自二十世纪的宇宙飞船经过6个月的近光速飞行，相当于经历了七百年时间，船长泰勒（查尔登•海斯顿 Charlton Heston 饰）设定自动飞行状态后，飞船最终坠落在公元3978年的一颗陌生星球上。泰勒和两名幸存队员发现该星球与地球环境相当，而且竟然存在没有语言能力靠采集为生的人类，不待泰勒进行进一步的考察，一群具有智能的人猿突然出现将一众人类捕获。原来这颗星球的主人是人猿，人类只不过是供他们捕猎研究的野兽，人猿博士基拉（金•亨特 Kim Hunter 饰）和男友康奈利分别进行着人类行为学和人猿历史的研究，喉部受伤的泰勒暂时失去语言能力，但他的沟通行为很快引起了基拉的注意，在顽固的人猿学术界引发了争议。一直设法争取自由的泰勒不久终于发现了人猿星球的真相……
流浪地球,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2545472803.jpg,7.9,1979242,科幻/冒险/灾难,2019-02-05(中国大陆)/2020-11-26(中国大陆重映),125分钟,郭帆,吴京/屈楚萧/李光洁/吴孟达/赵今麦/隋凯/屈菁菁/张亦驰/杨皓宇/阿尔卡基·沙罗格拉茨基/李虹辰/杨轶/姜志刚/张欢/雷佳音/宁浩/刘慈欣/郭京飞/王智/张子贤/路阳/张宁/张小北/饶晓志/陶珞依/吴晓亮/龚格尔/郭帆,中国大陆,汉语普通话/英语/俄语/法语/日语/韩语/印尼语,近未来，科学家们发现太阳急速衰老膨胀，短时间内包括地球在内的整个太阳系都将被太阳所吞没。为了自救，人类提出一个名为“流浪地球”的大胆计划，即倾全球之力在地球表面建造上万座发动机和转向发动机，推动地球离开太阳系，用2500年的时间奔往另外一个栖息之地。中国航天员刘培强（吴京 饰）在儿子刘启四岁那年前往国际空间站，和国际同侪肩负起领航者的重任。转眼刘启（屈楚萧 饰）长大，他带着妹妹朵朵（赵今麦 饰）偷偷跑到地表，偷开外公韩子昂（吴孟达 饰）的运输车，结果不仅遭到逮捕，还遭遇了全球发动机停摆的事件。为了修好发动机，阻止地球坠入木星，全球开始展开饱和式营救，连刘启他们的车也被强征加入。在与时间赛跑的过程中，无数的人前仆后继，奋不顾身，只为延续百代子孙生存的希望…… 本片根据刘慈欣的同名小说改编。
钢铁侠3IronMan3,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1955027201.jpg,7.9,437441,动作/科幻,2013-05-01(中国大陆)/2013-04-18(伦敦首映)/2013-05-03(美国),134分钟(中国大陆),沙恩·布莱克,小罗伯特·唐尼/格温妮斯·帕特洛/唐·钱德尔/盖·皮尔斯/本·金斯利/保罗·贝坦尼/丽贝卡·豪尔/乔恩·费儒/泰·辛普金斯/威廉·桑德勒/詹姆斯·戴尔/伊芳·齐玛/阿什利·汉弥尔顿/王学圻/范冰冰,美国/中国大陆,英语/汉语普通话,自纽约事件以来，托尼·斯塔克（小罗伯特·唐尼 Robert Downey Jr. 饰）为前所未有的焦虑症所困扰。他疯狂投入钢铁侠升级版的研发，为此废寝忘食，甚至忽略了女友佩珀·波茨（格温妮斯·帕特洛 Gwyneth Paltrow 饰）的感受。与此同时，臭名昭著的恐怖头目曼达林（本·金斯利 Ben Kingsley 饰）制造了一连串的爆炸袭击事件，托尼当年最忠诚的保镖即在最近的一次袭击中身负重伤。未过多久，托尼、佩珀以及曾与他有过一面之缘的女植物学家玛雅（丽贝卡·豪尔 Rebecca Hall 饰）在家中遭到猛烈的炮火袭击，几乎丧命，而这一切似乎都与22年前那名偶然邂逅的科学家阿尔德里奇·基连（盖·皮尔斯 Guy Pearce 饰）及其终极生物的研究有关。 即使有精密先进的铠甲护身，也无法排遣发自心底的焦虑。被击碎一切的托尼，如何穿越来自地狱的熊熊烈...
百变星君百變星君,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2563027293.jpg,7.9,324615,喜剧/科幻/奇幻,1995-08-19(中国香港),90分钟,叶伟民,周星驰/吴孟达/梁咏琪/孙佳君/徐锦江/黄一飞/江欣燕/朱咪咪/李健仁/郑祖,中国香港,粤语/汉语普通话/英语,夏威夷念大学的香港富豪子弟李泽星（周星驰 饰）学业无成挥金如土，是校园一霸，终因搭上黑帮老大情妇遭黑帮追杀，身体被炸成碎片。 在李泽星父亲（吴孟达 饰）的请求下，教授（徐锦江 饰）将李泽星全身人造复原，并把最新研制成功的无敌芯片置入其身，令其摇身一变成为无敌“百变金刚”。黑帮老大得知李泽星复活后，将写有战争程序的芯片植入手下身体，令其变身“铁甲威龙”前来追杀李泽星。为赢得暗恋的女同学虫虫（梁咏琪 饰）的芳心，李泽星决意重塑形象，奋力与“铁甲威龙”展开大战。
死侍Deadpool,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2309264212.jpg,7.9,494591,喜剧/动作/科幻/冒险,2016-02-12(美国),108分钟,蒂姆·米勒,瑞安·雷诺兹/莫蕾娜·巴卡琳/艾德·斯克林/T·J·米勒/吉娜·卡拉诺/布里安娜·希德布兰德/斯蒂芬·卡皮契奇/莱斯利·格塞斯/杰德·瑞斯/卡兰·索尼/斯坦·李/兰德尔·瑞德/小伊萨克·C.辛格尔顿,美国/加拿大,英语,油嘴滑舌的雇佣兵韦德·威尔森（瑞恩·雷诺兹 Ryan Reynolds 饰）与俏皮可爱的瓦内莎（莫蕾娜·巴卡林 Morena Baccarin 饰）邂逅，但在爱情最美满的时刻，他被诊断患有晚期癌症，留在世上的时间所剩无几。极度绝望之际，他接受了弗朗西斯（艾德·斯克林 Ed Skrein 饰）私人组织的邀请，对其基因做了改造，以谋求体能的突变。在忍受了一系列的残酷折磨后，韦德终于治好了癌症，蜕变成拥有不死之身的超级战士，但是代价却是失去了人类的面容。 狡猾的弗朗西斯逃之夭夭，而韦德却无法以恐怖的面容去面对女友。在此之后，他化身死侍，穿梭于每一个黑暗角落，寻找阿贾克斯的踪影……
美国队长3CaptainAmerica:CivilWar,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2324472359.jpg,7.9,472056,动作/科幻,2016-05-06(中国大陆/美国)/2016-04-12(加州首映),148分钟(中国大陆),安东尼·罗素/乔·罗素,克里斯·埃文斯/小罗伯特·唐尼/斯嘉丽·约翰逊/塞巴斯蒂安·斯坦/安东尼·麦凯/唐·钱德尔/杰瑞米·雷纳/查德维克·博斯曼/保罗·贝坦尼/伊丽莎白·奥尔森/保罗·路德/艾米丽·万凯普/汤姆·赫兰德/丹尼尔·布鲁赫/弗兰克·格里罗/威廉·赫特/马丁·弗瑞曼/玛丽莎·托梅/约翰·卡尼/约翰·斯拉特里/霍普·戴维斯/阿尔法·伍达德/迈克尔·A·库克/杰克逊·斯皮德尔/海蒂·莫尼梅克/艾伦·托尼/吉恩·法贝尔/弗洛伦丝·卡松巴/科内尔·约翰/布伦特·麦吉/布莱尔·杰辛/奥利·比加尔克/大卫·德弗里斯/凯蒂阿弥斯/布伦特·吉恩蒂尔/金世佳/西尔维纳·布克包尔/迈克尔·安东尼·罗杰斯/达米恩·波蒂埃/盖伊·费尔南德斯/吉姆·拉什/乔·罗素/斯坦·李/凯瑞·康顿/朱丽安娜·古尔,美国,英语/德语/科萨语/俄语/罗马尼亚语,美国队长史蒂夫·罗杰斯（克里斯·埃文斯 Chris Evans 饰）带领着全新组建的复仇者联盟，继续维护世界和平。然而，一次执行任务时联盟成员不小心造成大量平民伤亡，从而激发政治压力，政府决定通过一套监管系统来管理和领导复仇者联盟。联盟内部因此分裂为两派：一方由史蒂夫· 罗杰斯领导，他主张维护成员自由，在免受政府干扰的情况下保护世界；另一方则追随托尼·斯塔克（小罗伯特·唐尼 Robert Downey Jr. 饰），他令人意外地决定支持政府的监管和责任制体系。神秘莫测的巴基（塞巴斯蒂安·斯坦 Sebastian Stan 饰）似乎成为内战的关键人物……
地心引力Gravity,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2159078612.jpg,7.9,449892,科幻/惊悚/灾难,2013-11-19(中国大陆)/2013-08-28(威尼斯电影节)/2013-10-04(美国),91分钟,阿方索·卡隆,桑德拉·布洛克/乔治·克鲁尼/艾德·哈里斯/奥托·伊格内修森/法尔杜特·夏尔马/艾米·沃伦/巴舍尔·萨维奇,英国/美国/墨西哥,英语/格陵兰语,深邃浩瀚的外层空间，蔚蓝的地球与深不见底、漆黑一片的宇宙形成鲜明对比。一台隶属美国的空间站，数名宇航人员正进行太空漫步，对所属卫星做着例行检查。初上太空的瑞安·斯通博士（桑德拉·布洛克 Sandra Bullock 饰）在经验丰富的宇航员麦特·科沃斯基（乔治·克鲁尼 George Clooney 饰）的协助下，有条不紊地检查每一个部件。此次是科沃斯基退休前的最后一次飞行，他幽默风趣地活跃着团队的氛围。就在此时，休士顿总部传来骇人消息，不久前行将废弃俄罗斯卫星被导弹击毁，碎片以超过子弹的速度在地球轨道上散开，并意外击中其他卫星，引起连锁反应制造了新的碎片。 瑞安一行遭到碎片重创，有的同伴不幸身亡，而她和科沃斯基失去控制坠入宇宙深处。幸存的二人不得不彼此信赖，拼尽全力朝向故土前进……
天鹅挽歌SwanSong,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2717809625.jpg,8.1,64995,剧情/爱情/科幻,2021-12-17(美国/美国网络),111分钟,本杰明·克利里,马赫沙拉·阿里/娜奥米·哈里斯/奥卡菲娜/格伦·克洛斯/尼亚切·海邓迪/亚当·比奇/李·肖顿/戴克斯·雷伊/Aiden Adejuwon/Ace LeVere/Shema Cayden/杰瑞·蒂纳科/杰西卡·海勒斯/Mikayla Lagman/Celia Aloma/卢克·卡米莱/Christine Laliberté/Lexi/Shane Dean,美国,英语,影片以不久的将来为背景，通过卡梅伦（马赫沙拉·阿里 Mahershala Ali 饰）的眼睛讲述了一段充满力量和情感的旅程。卡梅伦被诊断患有绝症，医生向他提出了另一种解决方案，以保护他的家人免受悲痛。当卡梅伦挣扎着是否要改变他的家庭命运时，他学到了比他想象的更多关于生活和爱情的知识。影片探索了我们将走多远，以及我们愿意牺 牲多少，为我们所爱的人创造更幸福的生活。
饥饿站台Elhoyo,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2566870171.jpg,7.9,329704,科幻/惊悚,2019-09-06(多伦多电影节)/2019-11-08(西班牙),94分钟,加尔德·加兹特鲁·乌鲁蒂亚,伊万·马萨格/佐伦·伊格/安东尼亚·圣胡安/埃米利奥·布阿勒/亚历山德拉·玛桑凯/齐哈拉·拉纳/马里奥·帕尔多/阿尔吉斯·阿洛斯卡斯/特苏比奥·费南德斯·德·尤雷吉/埃里克·古德/奥斯卡·奥利弗/查马·特鲁希略/米莉安·马丁,西班牙,西班牙语,在未来的反乌托邦国度中，囚犯们被关押在垂直堆叠的牢房里，饥肠辘辘地看着食物从上层落下，靠近顶层的人吃得饱饱的，而位于底层的人则因饥饿而变得激进。 由加尔德·加斯特卢-乌鲁希亚执导的《饥饿站台》是一部扭曲的社会寓言，讲述了人类最黑暗和最饥渴的一面。
心慌方Cube,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2554538282.jpg,7.9,227291,科幻/悬疑/惊悚,1997-09-09(多伦多电影节),90分钟,文森佐·纳塔利,妮可·德波儿/妮基·瓜达尼/大卫·休莱特/安德鲁·米勒/朱利安·瑞钦斯/韦恩·罗布森/毛里斯·迪恩·温特,加拿大,英语/德语/法语,警司昆廷（莫里斯•迪恩•温特Maurice Dean Wint 饰）、监狱专家兼传感器专家伦尼斯（维尼•罗宾逊 Wayne Robson 饰）、医生霍洛韦（尼基•瓜达尼 Nicky Guadagni 饰）、建筑师沃思（戴维•休利特 David Hewlett）、数学系的大学生利文（尼科勒•德搏尔 Nicole de Boer 饰）和身患孤独症的学者卡赞（安德鲁•米勒 Andrew Miller 饰），六个素不相识的人，一觉醒来后发现一同身处于由一个个形状相同的立方体组成的结构复杂的高度精密迷宫中！ 他们唯一的出路只有逃离这座迷宫，然而，一个个立方体尽管外貌相同，然而里面的机关却各不一样，复杂异常。依靠利文数学知识的推理，他们终于以为发现迷宫的运行规律，凭此一次次解开各个机关，迷宫的边缘近在眼前。 当他们正欲合力逃出迷宫之际，意外发生了。
少数派报告MinorityReport,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1431356464.jpg,7.9,177217,科幻/惊悚/犯罪,2002-06-21(美国),145分钟,史蒂文·斯皮尔伯格,汤姆·克鲁斯/科林·法瑞尔/马克斯·冯·叙多夫/萨曼莎·莫顿/凯瑟琳·莫里斯,美国,英语/瑞典语,随着科技的发展，人类发明了能侦察人的脑电波的“聪明”的机器人――“先知”。“先知”能侦察出人的犯罪企图，所以在罪犯犯罪之前，就已经被犯罪预防组织的警察逮捕并获刑。 乔恩（汤姆•克鲁斯 Tom Cruise 饰）就是犯罪预防组织的一个主管。在一次通过“先知”成功阻止了一起因外遇引起的双人命案之后，乔恩隐约感到了这一套完美的预防犯罪系统中隐含的秘密，那就是少数派报告。原来，共有三个“先知”一起判定一个人是否有杀人企图。当出现分歧时，按少数服从多数原则定案，但最后若证明少数那一方是正确的话，则会秘密保存一份少数派报告。 乔恩一觉醒来，突然发现自己已是昔日同事的抓捕对象。乔恩唯一的出路就是找到能证明自己清白的那份少数派报告……
阿凡达：水之道Avatar:TheWayofWater,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2882772634.jpg,7.8,606034,动作/科幻/冒险,2022-12-16(美国/中国大陆)/2022-12-14(中国香港/中国台湾),193分钟,詹姆斯·卡梅隆,萨姆·沃辛顿/佐伊·索尔达娜/西格妮·韦弗/史蒂芬·朗/克利夫·柯蒂斯/乔·大卫·摩尔/希·庞德/埃迪·法可/杰米·福雷特斯/吉奥瓦尼·瑞比西/凯特·温斯莱特/杰梅奈·克莱门特/布伦丹·考威尔/布里坦·道尔顿/特里尼蒂·布利斯/杰克·尚皮永/贝利·巴斯/菲利普·盖廖/小杜安·埃文斯/迪利普·劳/马特·杰拉德/科斯顿·约翰/凯文·多曼/艾丽西娅·维拉-贝利/肖恩·安东尼·莫兰/玛丽亚·沃克/乔尔·托贝克/本杰明·霍特杰斯/沙恩·朗吉/克洛伊·科尔曼/CJ·琼斯,美国,英语,影片设定在《阿凡达》的剧情落幕十余年后，讲述了萨利一家（杰克、奈蒂莉和孩子们）的故事：危机未曾消散，一家人拼尽全力彼此守护、奋力求生，并历经艰险磨难。 杰克和奈蒂莉组建了家庭，他们的孩子也逐渐成长，为这个家庭带来了许多欢乐。然而危机未曾消散，萨利一家拼尽全力彼此守护、奋力求生，最终来到潘多拉星球临海的岛礁族寻求庇护。岛礁族首领特诺瓦里与罗娜尔为萨利一家提供了庇护所，这个部族的成员都是天生的潜水好手，也和海洋中的各种生物建立了密切联系。
错位,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2247620315.jpg,8.1,25352,科幻,1986,85分钟,黄建新,刘子枫/牟红/杨昆/孙飞虎,中国大陆,汉语普通话/德语,赵书信（刘子枫 饰）做了那么多年的工程师，总算被升职成为了局长，然而，令他没有想到的是，等待着他的却是排山倒海般的各类文件和开不完的无聊会议，令他感到窒息。灵机一动之下，赵书信做了一个和他样貌一模一样的智能机器人，将自己不愿意参与的工作打发给这个机器人做，每一次，机器人都能出色的完成这些任务，没有被任何人察觉出破绽。 然而，随着时间的推移，机器人的个性开始变得愈发张狂，它渐渐的渗入到了赵书信生活的角角落落中去，甚至开始企图插手主人的感情生活！察觉出异像的赵书信找到机器人和它谈判，要么唯命是从，要么就要被毁灭，面对这样的选择，机器人竟然发动了叛乱！
环太平洋PacificRim,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2043625972.jpg,7.8,491088,动作/科幻/冒险,2013-07-31(中国大陆)/2013-07-12(美国),131分钟,吉尔莫·德尔·托罗,查理·汉纳姆/菊地凛子/伊德瑞斯·艾尔巴/查理·戴/朗·普尔曼/罗伯特·卡辛斯基/马克斯·马蒂尼/伯恩·戈曼/小克利夫顿·克林斯/芦田爱菜/迪亚哥·克莱特霍夫/希瑟·多克森/罗伯特·梅耶/刘智福/刘智满/刘智堂,美国,英语/日语/粤语/汉语普通话/俄语,近未来，地球环境逐步恶化。神秘外星殖民者通过大洋底部的虫洞“缺口”将身形庞大、残冷迅猛、身藏剧毒的怪兽接连派往地球，有条不紊地实施着它们的殖民毁灭计划。为此，人类联手打造“贼鸥计划”，制造出与怪兽体型相当的机甲战士迎战，但随着怪兽渐次进化，机甲战士全面溃败，各国政要试图修筑偏于防守的“生命之墙”以阻挡侵略者的脚步，无奈很快遭遇挫折。在此危急关头，暗中仍推进“贼鸥计划”的斯特克·潘特考斯特将军（伊德瑞斯·艾尔巴 Idris Elba 饰）找回五年前曾遭受重大打击的“危险流浪者”驾驶员（查理·汉纳姆 Charlie Hunnam 饰），并通过严格选拔为他选择了新的搭档森麻子（菊地凛子 饰）。复活的“流浪者”即将与另外三台仅存的机甲战士迎战更强大的怪兽侵略者，同时寻找彻底扫除敌人的良机。 苍茫的大海之上，人类保卫之战接连而起……
降临Arrival,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2411622421.jpg,7.8,487801,剧情/科幻,2017-01-20(中国大陆)/2016-09-01(威尼斯电影节)/2016-11-11(美国),116分钟,丹尼斯·维伦纽瓦,艾米·亚当斯/杰瑞米·雷纳/福里斯特·惠特克/迈克尔·斯图巴/马泰/马克·奥布莱恩/乔·柯布登/派特·凯利/娜塔莉·希波蒂/阮朴生/克里斯蒂安· 杰达/朱利安·凯西,美国/加拿大,英语/俄语/汉语普通话,地球的上空突然出现了十二架贝壳状的不明飞行物，悬浮在十二个不同的国家的上空，外星人向人类发出了讯号，但人类却并不能够解读。美国军方找到了语言学家路易斯（艾米·亚当斯 Amy Adams 饰）和物理学家伊恩（杰瑞米·雷纳 Jeremy Renner 饰），希望两人能够合作破解外星人的语言之谜。 经过数次的接触，路易斯发现外星人使用了一种极为特殊的圆环状的文字，并逐渐了解了其中的奥妙。由于一直无法确定外星人来到地球的真正目的，中国、俄罗斯等四国决定对外星人发起进攻，美方亦决定放弃研究将全部人员撤离，在这个节骨眼上，路易斯终于明白了外星人的意图，利用外星人赋予她的特殊的“武器”，路易斯以一人之力改变了未来。
侏罗纪世界JurassicWorld,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2246217861.jpg,7.8,443456,动作/科幻/冒险,2015-06-10(中国大陆)/2015-06-12(美国),124分钟,科林·特莱沃若,克里斯·帕拉特/布莱丝·达拉斯·霍华德/文森特·多诺费奥/泰·辛普金斯/尼克·罗宾森/奥玛·希/黄荣亮/伊尔凡·可汗/朱迪·格雷尔/杰克·约翰逊/劳伦·拉普库斯/凯蒂·麦克格雷斯/布莱恩·泰/埃迪·J.费尔南德斯/因德尔·库马尔/安迪·巴克利/吉米·法伦,美国,英语,21世纪，曾经诞生过第一只恐龙的努布拉岛，在经历了一系列的惨剧之后迎来新的时代，如今这里经马斯拉尼之手建成了规模宏大的主题公园“侏罗纪世界”，数量繁多的远古生物每天都吸引数以万计的游客前来一饱眼福。为了吸引更多的游客，公司授意创意实验室采用不同动物的基因创造了集力量、速度和智慧于一体的暴虐霸王龙。作为负责人的克莱尔（布莱丝·达拉斯·霍华德 Bryce Dallas Howard 饰）原打算请专门负责迅猛龙的欧文·格雷迪（克里斯·普拉特 Chris Pratt 饰）评估暴虐霸王龙的防护设施，谁知这头可怕的怪物竟然骗过了精密仪器的监视和人类的眼睛，以迅雷不及掩耳的速度逃到了外面，随后对所见的一切生物展开了无差别的血腥屠杀。 原本快乐祥和的公园乱作一团，克莱尔必须深入危险之地救出两个被困的外甥，而欧文则不可避免地带着他的迅猛龙猎人团队迎战史无前例的的可怕对...
